level,comparison_name,level_a,level_b,embedding_dim_name,group_a_count,group_b_count,group_a_mean,group_b_mean,group_a_median,group_b_median,abs_mean_difference,effect_size,missing_percent,direction,interpretation_note
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_057,1024,936,0.672683999320725,0.6309467043377396,0.6766219735145569,0.632807195186615,0.041737294982985396,1.2932107588743824,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_058,1024,936,-0.02254892433834229,-0.002057746793344703,-0.02286673523485655,-0.0017332064453512,0.020491177544997588,1.0653618926789825,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_059,1024,936,0.022857678020896416,0.022924552874381957,0.02077498007565735,0.022330188192427103,6.687485348554068e-05,0.0023487837736223794,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_060,1024,936,0.011006071938353998,-0.005289498751090419,0.0095535484142601,-0.0046574331354349505,0.016295570689444417,0.6306252252147595,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_061,1024,936,-0.014162140424426515,-0.004806332435574146,-0.01374732982367275,-0.00404905294999475,0.009355807988852369,0.4732225980634724,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_062,1024,936,0.012161456953830179,0.05911893838635715,0.011257926002144751,0.05736174993216985,0.04695748143252697,1.8803769207193681,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_063,1024,936,-0.014276083332097822,-0.045315557054837086,-0.013221756555139949,-0.04358431510627265,0.031039473722739262,1.3485719700087038,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_064,1024,936,-0.02014226578775432,-0.026396732880702285,-0.02060333173722025,-0.025821568444371147,0.006254467092947965,0.314869471972919,0.0,higher_in_group_a,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_065,1024,936,0.005239141984718634,0.036864740874647285,0.0043657466303557,0.0351452305912971,0.03162559888992865,1.4073797160404875,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_066,1024,936,-0.008068143484509786,0.025938189565850804,-0.0115812192671,0.02621964272111645,0.03400633305036059,1.2105422721791,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
