scope,n,tp,tn,fp,fn,accuracy,balanced_accuracy,precision,recall,specificity,fpr,fnr,f1,threshold
dev,40,10,10,0,20,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5,0.61
dev,40,10,10,0,20,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5,0.62
dev,40,10,10,0,20,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5,0.63
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.64
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.65
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.66
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.67
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.68
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.69
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.7
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.71
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.72
dev,40,9,10,0,21,0.475,0.65,1.0,0.3,1.0,0.0,0.7,0.46153846153846156,0.73
dev,40,8,10,0,22,0.45,0.6333333333333333,1.0,0.26666666666666666,1.0,0.0,0.7333333333333333,0.42105263157894735,0.74
dev,40,8,10,0,22,0.45,0.6333333333333333,1.0,0.26666666666666666,1.0,0.0,0.7333333333333333,0.42105263157894735,0.75
dev,40,8,10,0,22,0.45,0.6333333333333333,1.0,0.26666666666666666,1.0,0.0,0.7333333333333333,0.42105263157894735,0.76
dev,40,8,10,0,22,0.45,0.6333333333333333,1.0,0.26666666666666666,1.0,0.0,0.7333333333333333,0.42105263157894735,0.77
dev,40,8,10,0,22,0.45,0.6333333333333333,1.0,0.26666666666666666,1.0,0.0,0.7333333333333333,0.42105263157894735,0.78
dev,40,8,10,0,22,0.45,0.6333333333333333,1.0,0.26666666666666666,1.0,0.0,0.7333333333333333,0.42105263157894735,0.79
dev,40,8,10,0,22,0.45,0.6333333333333333,1.0,0.26666666666666666,1.0,0.0,0.7333333333333333,0.42105263157894735,0.8
dev,40,7,10,0,23,0.425,0.6166666666666667,1.0,0.23333333333333334,1.0,0.0,0.7666666666666667,0.3783783783783784,0.81
dev,40,6,10,0,24,0.4,0.6,1.0,0.2,1.0,0.0,0.8,0.3333333333333333,0.82
dev,40,5,10,0,25,0.375,0.5833333333333334,1.0,0.16666666666666666,1.0,0.0,0.8333333333333334,0.2857142857142857,0.83
dev,40,5,10,0,25,0.375,0.5833333333333334,1.0,0.16666666666666666,1.0,0.0,0.8333333333333334,0.2857142857142857,0.84
dev,40,5,10,0,25,0.375,0.5833333333333334,1.0,0.16666666666666666,1.0,0.0,0.8333333333333334,0.2857142857142857,0.85
dev,40,5,10,0,25,0.375,0.5833333333333334,1.0,0.16666666666666666,1.0,0.0,0.8333333333333334,0.2857142857142857,0.86
dev,40,4,10,0,26,0.35,0.5666666666666667,1.0,0.13333333333333333,1.0,0.0,0.8666666666666667,0.23529411764705882,0.87
dev,40,4,10,0,26,0.35,0.5666666666666667,1.0,0.13333333333333333,1.0,0.0,0.8666666666666667,0.23529411764705882,0.88
dev,40,4,10,0,26,0.35,0.5666666666666667,1.0,0.13333333333333333,1.0,0.0,0.8666666666666667,0.23529411764705882,0.89
dev,40,4,10,0,26,0.35,0.5666666666666667,1.0,0.13333333333333333,1.0,0.0,0.8666666666666667,0.23529411764705882,0.9
dev,40,4,10,0,26,0.35,0.5666666666666667,1.0,0.13333333333333333,1.0,0.0,0.8666666666666667,0.23529411764705882,0.91
