dataset,column,status,in_model_feature_columns,action
segment_partial_localizer,ssl_emb_393,absent,true,usable_feature
segment_partial_localizer,ssl_emb_394,absent,true,usable_feature
segment_partial_localizer,ssl_emb_395,absent,true,usable_feature
segment_partial_localizer,ssl_emb_396,absent,true,usable_feature
segment_partial_localizer,ssl_emb_397,absent,true,usable_feature
segment_partial_localizer,ssl_emb_398,absent,true,usable_feature
segment_partial_localizer,ssl_emb_399,absent,true,usable_feature
segment_partial_localizer,ssl_emb_400,absent,true,usable_feature
segment_partial_localizer,ssl_emb_401,absent,true,usable_feature
segment_partial_localizer,ssl_emb_402,absent,true,usable_feature
segment_partial_localizer,ssl_emb_403,absent,true,usable_feature
segment_partial_localizer,ssl_emb_404,absent,true,usable_feature
segment_partial_localizer,ssl_emb_405,absent,true,usable_feature
segment_partial_localizer,ssl_emb_406,absent,true,usable_feature
segment_partial_localizer,ssl_emb_407,absent,true,usable_feature
segment_partial_localizer,ssl_emb_408,absent,true,usable_feature
segment_partial_localizer,ssl_emb_409,absent,true,usable_feature
segment_partial_localizer,ssl_emb_410,absent,true,usable_feature
segment_partial_localizer,ssl_emb_411,absent,true,usable_feature
segment_partial_localizer,ssl_emb_412,absent,true,usable_feature
segment_partial_localizer,ssl_emb_413,absent,true,usable_feature
segment_partial_localizer,ssl_emb_414,absent,true,usable_feature
segment_partial_localizer,ssl_emb_415,absent,true,usable_feature
segment_partial_localizer,ssl_emb_416,absent,true,usable_feature
segment_partial_localizer,ssl_emb_417,absent,true,usable_feature
segment_partial_localizer,ssl_emb_418,absent,true,usable_feature
segment_partial_localizer,ssl_emb_419,absent,true,usable_feature
segment_partial_localizer,ssl_emb_420,absent,true,usable_feature
segment_partial_localizer,ssl_emb_421,absent,true,usable_feature
segment_partial_localizer,ssl_emb_422,absent,true,usable_feature
segment_partial_localizer,ssl_emb_423,absent,true,usable_feature
segment_partial_localizer,ssl_emb_424,absent,true,usable_feature
segment_partial_localizer,ssl_emb_425,absent,true,usable_feature
segment_partial_localizer,ssl_emb_426,absent,true,usable_feature
segment_partial_localizer,ssl_emb_427,absent,true,usable_feature
segment_partial_localizer,ssl_emb_428,absent,true,usable_feature
segment_partial_localizer,ssl_emb_429,absent,true,usable_feature
segment_partial_localizer,ssl_emb_430,absent,true,usable_feature
segment_partial_localizer,ssl_emb_431,absent,true,usable_feature
segment_partial_localizer,ssl_emb_432,absent,true,usable_feature
segment_partial_localizer,ssl_emb_433,absent,true,usable_feature
segment_partial_localizer,ssl_emb_434,absent,true,usable_feature
segment_partial_localizer,ssl_emb_435,absent,true,usable_feature
segment_partial_localizer,ssl_emb_436,absent,true,usable_feature
segment_partial_localizer,ssl_emb_437,absent,true,usable_feature
segment_partial_localizer,ssl_emb_438,absent,true,usable_feature
segment_partial_localizer,ssl_emb_439,absent,true,usable_feature
segment_partial_localizer,ssl_emb_440,absent,true,usable_feature
segment_partial_localizer,ssl_emb_441,absent,true,usable_feature
segment_partial_localizer,ssl_emb_442,absent,true,usable_feature
segment_partial_localizer,ssl_emb_443,absent,true,usable_feature
segment_partial_localizer,ssl_emb_444,absent,true,usable_feature
segment_partial_localizer,ssl_emb_445,absent,true,usable_feature
segment_partial_localizer,ssl_emb_446,absent,true,usable_feature
segment_partial_localizer,ssl_emb_447,absent,true,usable_feature
segment_partial_localizer,ssl_emb_448,absent,true,usable_feature
segment_partial_localizer,ssl_emb_449,absent,true,usable_feature
segment_partial_localizer,ssl_emb_450,absent,true,usable_feature
segment_partial_localizer,ssl_emb_451,absent,true,usable_feature
segment_partial_localizer,ssl_emb_452,absent,true,usable_feature
segment_partial_localizer,ssl_emb_453,absent,true,usable_feature
segment_partial_localizer,ssl_emb_454,absent,true,usable_feature
segment_partial_localizer,ssl_emb_455,absent,true,usable_feature
segment_partial_localizer,ssl_emb_456,absent,true,usable_feature
segment_partial_localizer,ssl_emb_457,absent,true,usable_feature
segment_partial_localizer,ssl_emb_458,absent,true,usable_feature
segment_partial_localizer,ssl_emb_459,absent,true,usable_feature
segment_partial_localizer,ssl_emb_460,absent,true,usable_feature
segment_partial_localizer,ssl_emb_461,absent,true,usable_feature
segment_partial_localizer,ssl_emb_462,absent,true,usable_feature
segment_partial_localizer,ssl_emb_463,absent,true,usable_feature
segment_partial_localizer,ssl_emb_464,absent,true,usable_feature
segment_partial_localizer,ssl_emb_465,absent,true,usable_feature
segment_partial_localizer,ssl_emb_466,absent,true,usable_feature
segment_partial_localizer,ssl_emb_467,absent,true,usable_feature
segment_partial_localizer,ssl_emb_468,absent,true,usable_feature
segment_partial_localizer,ssl_emb_469,absent,true,usable_feature
segment_partial_localizer,ssl_emb_470,absent,true,usable_feature
segment_partial_localizer,ssl_emb_471,absent,true,usable_feature
segment_partial_localizer,ssl_emb_472,absent,true,usable_feature
segment_partial_localizer,ssl_emb_473,absent,true,usable_feature
segment_partial_localizer,ssl_emb_474,absent,true,usable_feature
segment_partial_localizer,ssl_emb_475,absent,true,usable_feature
segment_partial_localizer,ssl_emb_476,absent,true,usable_feature
segment_partial_localizer,ssl_emb_477,absent,true,usable_feature
segment_partial_localizer,ssl_emb_478,absent,true,usable_feature
segment_partial_localizer,ssl_emb_479,absent,true,usable_feature
segment_partial_localizer,ssl_emb_480,absent,true,usable_feature
segment_partial_localizer,ssl_emb_481,absent,true,usable_feature
segment_partial_localizer,ssl_emb_482,absent,true,usable_feature
segment_partial_localizer,ssl_emb_483,absent,true,usable_feature
segment_partial_localizer,ssl_emb_484,absent,true,usable_feature
segment_partial_localizer,ssl_emb_485,absent,true,usable_feature
segment_partial_localizer,ssl_emb_486,absent,true,usable_feature
segment_partial_localizer,ssl_emb_487,absent,true,usable_feature
segment_partial_localizer,ssl_emb_488,absent,true,usable_feature
segment_partial_localizer,ssl_emb_489,absent,true,usable_feature
segment_partial_localizer,ssl_emb_490,absent,true,usable_feature
segment_partial_localizer,ssl_emb_491,absent,true,usable_feature
segment_partial_localizer,ssl_emb_492,absent,true,usable_feature
segment_partial_localizer,ssl_emb_493,absent,true,usable_feature
segment_partial_localizer,ssl_emb_494,absent,true,usable_feature
segment_partial_localizer,ssl_emb_495,absent,true,usable_feature
segment_partial_localizer,ssl_emb_496,absent,true,usable_feature
segment_partial_localizer,ssl_emb_497,absent,true,usable_feature
segment_partial_localizer,ssl_emb_498,absent,true,usable_feature
segment_partial_localizer,ssl_emb_499,absent,true,usable_feature
segment_partial_localizer,ssl_emb_500,absent,true,usable_feature
segment_partial_localizer,ssl_emb_501,absent,true,usable_feature
segment_partial_localizer,ssl_emb_502,absent,true,usable_feature
segment_partial_localizer,ssl_emb_503,absent,true,usable_feature
segment_partial_localizer,ssl_emb_504,absent,true,usable_feature
segment_partial_localizer,ssl_emb_505,absent,true,usable_feature
segment_partial_localizer,ssl_emb_506,absent,true,usable_feature
segment_partial_localizer,ssl_emb_507,absent,true,usable_feature
segment_partial_localizer,ssl_emb_508,absent,true,usable_feature
segment_partial_localizer,ssl_emb_509,absent,true,usable_feature
segment_partial_localizer,ssl_emb_510,absent,true,usable_feature
segment_partial_localizer,ssl_emb_511,absent,true,usable_feature
segment_partial_localizer,ssl_emb_512,absent,true,usable_feature
segment_partial_localizer,ssl_emb_513,absent,true,usable_feature
segment_partial_localizer,ssl_emb_514,absent,true,usable_feature
segment_partial_localizer,ssl_emb_515,absent,true,usable_feature
segment_partial_localizer,ssl_emb_516,absent,true,usable_feature
segment_partial_localizer,ssl_emb_517,absent,true,usable_feature
segment_partial_localizer,ssl_emb_518,absent,true,usable_feature
segment_partial_localizer,ssl_emb_519,absent,true,usable_feature
segment_partial_localizer,ssl_emb_520,absent,true,usable_feature
segment_partial_localizer,ssl_emb_521,absent,true,usable_feature
segment_partial_localizer,ssl_emb_522,absent,true,usable_feature
segment_partial_localizer,ssl_emb_523,absent,true,usable_feature
segment_partial_localizer,ssl_emb_524,absent,true,usable_feature
segment_partial_localizer,ssl_emb_525,absent,true,usable_feature
segment_partial_localizer,ssl_emb_526,absent,true,usable_feature
segment_partial_localizer,ssl_emb_527,absent,true,usable_feature
segment_partial_localizer,ssl_emb_528,absent,true,usable_feature
segment_partial_localizer,ssl_emb_529,absent,true,usable_feature
segment_partial_localizer,ssl_emb_530,absent,true,usable_feature
segment_partial_localizer,ssl_emb_531,absent,true,usable_feature
segment_partial_localizer,ssl_emb_532,absent,true,usable_feature
segment_partial_localizer,ssl_emb_533,absent,true,usable_feature
segment_partial_localizer,ssl_emb_534,absent,true,usable_feature
segment_partial_localizer,ssl_emb_535,absent,true,usable_feature
segment_partial_localizer,ssl_emb_536,absent,true,usable_feature
segment_partial_localizer,ssl_emb_537,absent,true,usable_feature
segment_partial_localizer,ssl_emb_538,absent,true,usable_feature
segment_partial_localizer,ssl_emb_539,absent,true,usable_feature
segment_partial_localizer,ssl_emb_540,absent,true,usable_feature
segment_partial_localizer,ssl_emb_541,absent,true,usable_feature
segment_partial_localizer,ssl_emb_542,absent,true,usable_feature
segment_partial_localizer,ssl_emb_543,absent,true,usable_feature
segment_partial_localizer,ssl_emb_544,absent,true,usable_feature
segment_partial_localizer,ssl_emb_545,absent,true,usable_feature
segment_partial_localizer,ssl_emb_546,absent,true,usable_feature
segment_partial_localizer,ssl_emb_547,absent,true,usable_feature
segment_partial_localizer,ssl_emb_548,absent,true,usable_feature
segment_partial_localizer,ssl_emb_549,absent,true,usable_feature
segment_partial_localizer,ssl_emb_550,absent,true,usable_feature
segment_partial_localizer,ssl_emb_551,absent,true,usable_feature
segment_partial_localizer,ssl_emb_552,absent,true,usable_feature
segment_partial_localizer,ssl_emb_553,absent,true,usable_feature
segment_partial_localizer,ssl_emb_554,absent,true,usable_feature
segment_partial_localizer,ssl_emb_555,absent,true,usable_feature
segment_partial_localizer,ssl_emb_556,absent,true,usable_feature
segment_partial_localizer,ssl_emb_557,absent,true,usable_feature
segment_partial_localizer,ssl_emb_558,absent,true,usable_feature
segment_partial_localizer,ssl_emb_559,absent,true,usable_feature
segment_partial_localizer,ssl_emb_560,absent,true,usable_feature
segment_partial_localizer,ssl_emb_561,absent,true,usable_feature
segment_partial_localizer,ssl_emb_562,absent,true,usable_feature
segment_partial_localizer,ssl_emb_563,absent,true,usable_feature
segment_partial_localizer,ssl_emb_564,absent,true,usable_feature
segment_partial_localizer,ssl_emb_565,absent,true,usable_feature
segment_partial_localizer,ssl_emb_566,absent,true,usable_feature
segment_partial_localizer,ssl_emb_567,absent,true,usable_feature
segment_partial_localizer,ssl_emb_568,absent,true,usable_feature
segment_partial_localizer,ssl_emb_569,absent,true,usable_feature
segment_partial_localizer,ssl_emb_570,absent,true,usable_feature
segment_partial_localizer,ssl_emb_571,absent,true,usable_feature
segment_partial_localizer,ssl_emb_572,absent,true,usable_feature
segment_partial_localizer,ssl_emb_573,absent,true,usable_feature
segment_partial_localizer,ssl_emb_574,absent,true,usable_feature
segment_partial_localizer,ssl_emb_575,absent,true,usable_feature
segment_partial_localizer,ssl_emb_576,absent,true,usable_feature
segment_partial_localizer,ssl_emb_577,absent,true,usable_feature
segment_partial_localizer,ssl_emb_578,absent,true,usable_feature
segment_partial_localizer,ssl_emb_579,absent,true,usable_feature
segment_partial_localizer,ssl_emb_580,absent,true,usable_feature
segment_partial_localizer,ssl_emb_581,absent,true,usable_feature
segment_partial_localizer,ssl_emb_582,absent,true,usable_feature
segment_partial_localizer,ssl_emb_583,absent,true,usable_feature
segment_partial_localizer,ssl_emb_584,absent,true,usable_feature
segment_partial_localizer,ssl_emb_585,absent,true,usable_feature
segment_partial_localizer,ssl_emb_586,absent,true,usable_feature
segment_partial_localizer,ssl_emb_587,absent,true,usable_feature
segment_partial_localizer,ssl_emb_588,absent,true,usable_feature
segment_partial_localizer,ssl_emb_589,absent,true,usable_feature
segment_partial_localizer,ssl_emb_590,absent,true,usable_feature
segment_partial_localizer,ssl_emb_591,absent,true,usable_feature
segment_partial_localizer,ssl_emb_592,absent,true,usable_feature
segment_partial_localizer,ssl_emb_593,absent,true,usable_feature
segment_partial_localizer,ssl_emb_594,absent,true,usable_feature
segment_partial_localizer,ssl_emb_595,absent,true,usable_feature
segment_partial_localizer,ssl_emb_596,absent,true,usable_feature
segment_partial_localizer,ssl_emb_597,absent,true,usable_feature
segment_partial_localizer,ssl_emb_598,absent,true,usable_feature
segment_partial_localizer,ssl_emb_599,absent,true,usable_feature
segment_partial_localizer,ssl_emb_600,absent,true,usable_feature
segment_partial_localizer,ssl_emb_601,absent,true,usable_feature
segment_partial_localizer,ssl_emb_602,absent,true,usable_feature
segment_partial_localizer,ssl_emb_603,absent,true,usable_feature
segment_partial_localizer,ssl_emb_604,absent,true,usable_feature
segment_partial_localizer,ssl_emb_605,absent,true,usable_feature
segment_partial_localizer,ssl_emb_606,absent,true,usable_feature
segment_partial_localizer,ssl_emb_607,absent,true,usable_feature
segment_partial_localizer,ssl_emb_608,absent,true,usable_feature
segment_partial_localizer,ssl_emb_609,absent,true,usable_feature
segment_partial_localizer,ssl_emb_610,absent,true,usable_feature
segment_partial_localizer,ssl_emb_611,absent,true,usable_feature
segment_partial_localizer,ssl_emb_612,absent,true,usable_feature
segment_partial_localizer,ssl_emb_613,absent,true,usable_feature
segment_partial_localizer,ssl_emb_614,absent,true,usable_feature
segment_partial_localizer,ssl_emb_615,absent,true,usable_feature
segment_partial_localizer,ssl_emb_616,absent,true,usable_feature
segment_partial_localizer,ssl_emb_617,absent,true,usable_feature
segment_partial_localizer,ssl_emb_618,absent,true,usable_feature
segment_partial_localizer,ssl_emb_619,absent,true,usable_feature
segment_partial_localizer,ssl_emb_620,absent,true,usable_feature
segment_partial_localizer,ssl_emb_621,absent,true,usable_feature
segment_partial_localizer,ssl_emb_622,absent,true,usable_feature
segment_partial_localizer,ssl_emb_623,absent,true,usable_feature
segment_partial_localizer,ssl_emb_624,absent,true,usable_feature
segment_partial_localizer,ssl_emb_625,absent,true,usable_feature
segment_partial_localizer,ssl_emb_626,absent,true,usable_feature
segment_partial_localizer,ssl_emb_627,absent,true,usable_feature
segment_partial_localizer,ssl_emb_628,absent,true,usable_feature
segment_partial_localizer,ssl_emb_629,absent,true,usable_feature
segment_partial_localizer,ssl_emb_630,absent,true,usable_feature
segment_partial_localizer,ssl_emb_631,absent,true,usable_feature
segment_partial_localizer,ssl_emb_632,absent,true,usable_feature
segment_partial_localizer,ssl_emb_633,absent,true,usable_feature
segment_partial_localizer,ssl_emb_634,absent,true,usable_feature
segment_partial_localizer,ssl_emb_635,absent,true,usable_feature
segment_partial_localizer,ssl_emb_636,absent,true,usable_feature
segment_partial_localizer,ssl_emb_637,absent,true,usable_feature
segment_partial_localizer,ssl_emb_638,absent,true,usable_feature
segment_partial_localizer,ssl_emb_639,absent,true,usable_feature
segment_partial_localizer,ssl_emb_640,absent,true,usable_feature
segment_partial_localizer,ssl_emb_641,absent,true,usable_feature
segment_partial_localizer,ssl_emb_642,absent,true,usable_feature
segment_partial_localizer,ssl_emb_643,absent,true,usable_feature
segment_partial_localizer,ssl_emb_644,absent,true,usable_feature
segment_partial_localizer,ssl_emb_645,absent,true,usable_feature
segment_partial_localizer,ssl_emb_646,absent,true,usable_feature
segment_partial_localizer,ssl_emb_647,absent,true,usable_feature
segment_partial_localizer,ssl_emb_648,absent,true,usable_feature
segment_partial_localizer,ssl_emb_649,absent,true,usable_feature
segment_partial_localizer,ssl_emb_650,absent,true,usable_feature
segment_partial_localizer,ssl_emb_651,absent,true,usable_feature
segment_partial_localizer,ssl_emb_652,absent,true,usable_feature
segment_partial_localizer,ssl_emb_653,absent,true,usable_feature
segment_partial_localizer,ssl_emb_654,absent,true,usable_feature
segment_partial_localizer,ssl_emb_655,absent,true,usable_feature
segment_partial_localizer,ssl_emb_656,absent,true,usable_feature
segment_partial_localizer,ssl_emb_657,absent,true,usable_feature
segment_partial_localizer,ssl_emb_658,absent,true,usable_feature
segment_partial_localizer,ssl_emb_659,absent,true,usable_feature
segment_partial_localizer,ssl_emb_660,absent,true,usable_feature
segment_partial_localizer,ssl_emb_661,absent,true,usable_feature
segment_partial_localizer,ssl_emb_662,absent,true,usable_feature
segment_partial_localizer,ssl_emb_663,absent,true,usable_feature
segment_partial_localizer,ssl_emb_664,absent,true,usable_feature
segment_partial_localizer,ssl_emb_665,absent,true,usable_feature
segment_partial_localizer,ssl_emb_666,absent,true,usable_feature
segment_partial_localizer,ssl_emb_667,absent,true,usable_feature
segment_partial_localizer,ssl_emb_668,absent,true,usable_feature
segment_partial_localizer,ssl_emb_669,absent,true,usable_feature
segment_partial_localizer,ssl_emb_670,absent,true,usable_feature
segment_partial_localizer,ssl_emb_671,absent,true,usable_feature
segment_partial_localizer,ssl_emb_672,absent,true,usable_feature
segment_partial_localizer,ssl_emb_673,absent,true,usable_feature
segment_partial_localizer,ssl_emb_674,absent,true,usable_feature
segment_partial_localizer,ssl_emb_675,absent,true,usable_feature
segment_partial_localizer,ssl_emb_676,absent,true,usable_feature
segment_partial_localizer,ssl_emb_677,absent,true,usable_feature
segment_partial_localizer,ssl_emb_678,absent,true,usable_feature
segment_partial_localizer,ssl_emb_679,absent,true,usable_feature
segment_partial_localizer,ssl_emb_680,absent,true,usable_feature
segment_partial_localizer,ssl_emb_681,absent,true,usable_feature
segment_partial_localizer,ssl_emb_682,absent,true,usable_feature
segment_partial_localizer,ssl_emb_683,absent,true,usable_feature
segment_partial_localizer,ssl_emb_684,absent,true,usable_feature
segment_partial_localizer,ssl_emb_685,absent,true,usable_feature
segment_partial_localizer,ssl_emb_686,absent,true,usable_feature
segment_partial_localizer,ssl_emb_687,absent,true,usable_feature
segment_partial_localizer,ssl_emb_688,absent,true,usable_feature
segment_partial_localizer,ssl_emb_689,absent,true,usable_feature
segment_partial_localizer,ssl_emb_690,absent,true,usable_feature
segment_partial_localizer,ssl_emb_691,absent,true,usable_feature
segment_partial_localizer,ssl_emb_692,absent,true,usable_feature
segment_partial_localizer,ssl_emb_693,absent,true,usable_feature
segment_partial_localizer,ssl_emb_694,absent,true,usable_feature
segment_partial_localizer,ssl_emb_695,absent,true,usable_feature
segment_partial_localizer,ssl_emb_696,absent,true,usable_feature
segment_partial_localizer,ssl_emb_697,absent,true,usable_feature
segment_partial_localizer,ssl_emb_698,absent,true,usable_feature
segment_partial_localizer,ssl_emb_699,absent,true,usable_feature
segment_partial_localizer,ssl_emb_700,absent,true,usable_feature
segment_partial_localizer,ssl_emb_701,absent,true,usable_feature
segment_partial_localizer,ssl_emb_702,absent,true,usable_feature
segment_partial_localizer,ssl_emb_703,absent,true,usable_feature
segment_partial_localizer,ssl_emb_704,absent,true,usable_feature
segment_partial_localizer,ssl_emb_705,absent,true,usable_feature
segment_partial_localizer,ssl_emb_706,absent,true,usable_feature
segment_partial_localizer,ssl_emb_707,absent,true,usable_feature
segment_partial_localizer,ssl_emb_708,absent,true,usable_feature
segment_partial_localizer,ssl_emb_709,absent,true,usable_feature
segment_partial_localizer,ssl_emb_710,absent,true,usable_feature
segment_partial_localizer,ssl_emb_711,absent,true,usable_feature
segment_partial_localizer,ssl_emb_712,absent,true,usable_feature
segment_partial_localizer,ssl_emb_713,absent,true,usable_feature
segment_partial_localizer,ssl_emb_714,absent,true,usable_feature
segment_partial_localizer,ssl_emb_715,absent,true,usable_feature
segment_partial_localizer,ssl_emb_716,absent,true,usable_feature
segment_partial_localizer,ssl_emb_717,absent,true,usable_feature
segment_partial_localizer,ssl_emb_718,absent,true,usable_feature
segment_partial_localizer,ssl_emb_719,absent,true,usable_feature
segment_partial_localizer,ssl_emb_720,absent,true,usable_feature
segment_partial_localizer,ssl_emb_721,absent,true,usable_feature
segment_partial_localizer,ssl_emb_722,absent,true,usable_feature
segment_partial_localizer,ssl_emb_723,absent,true,usable_feature
segment_partial_localizer,ssl_emb_724,absent,true,usable_feature
segment_partial_localizer,ssl_emb_725,absent,true,usable_feature
segment_partial_localizer,ssl_emb_726,absent,true,usable_feature
segment_partial_localizer,ssl_emb_727,absent,true,usable_feature
segment_partial_localizer,ssl_emb_728,absent,true,usable_feature
segment_partial_localizer,ssl_emb_729,absent,true,usable_feature
segment_partial_localizer,ssl_emb_730,absent,true,usable_feature
segment_partial_localizer,ssl_emb_731,absent,true,usable_feature
segment_partial_localizer,ssl_emb_732,absent,true,usable_feature
segment_partial_localizer,ssl_emb_733,absent,true,usable_feature
segment_partial_localizer,ssl_emb_734,absent,true,usable_feature
segment_partial_localizer,ssl_emb_735,absent,true,usable_feature
segment_partial_localizer,ssl_emb_736,absent,true,usable_feature
segment_partial_localizer,ssl_emb_737,absent,true,usable_feature
segment_partial_localizer,ssl_emb_738,absent,true,usable_feature
segment_partial_localizer,ssl_emb_739,absent,true,usable_feature
segment_partial_localizer,ssl_emb_740,absent,true,usable_feature
segment_partial_localizer,ssl_emb_741,absent,true,usable_feature
segment_partial_localizer,ssl_emb_742,absent,true,usable_feature
segment_partial_localizer,ssl_emb_743,absent,true,usable_feature
segment_partial_localizer,ssl_emb_744,absent,true,usable_feature
segment_partial_localizer,ssl_emb_745,absent,true,usable_feature
segment_partial_localizer,ssl_emb_746,absent,true,usable_feature
segment_partial_localizer,ssl_emb_747,absent,true,usable_feature
segment_partial_localizer,ssl_emb_748,absent,true,usable_feature
segment_partial_localizer,ssl_emb_749,absent,true,usable_feature
segment_partial_localizer,ssl_emb_750,absent,true,usable_feature
segment_partial_localizer,ssl_emb_751,absent,true,usable_feature
segment_partial_localizer,ssl_emb_752,absent,true,usable_feature
segment_partial_localizer,ssl_emb_753,absent,true,usable_feature
segment_partial_localizer,ssl_emb_754,absent,true,usable_feature
segment_partial_localizer,ssl_emb_755,absent,true,usable_feature
segment_partial_localizer,ssl_emb_756,absent,true,usable_feature
segment_partial_localizer,ssl_emb_757,absent,true,usable_feature
segment_partial_localizer,ssl_emb_758,absent,true,usable_feature
segment_partial_localizer,ssl_emb_759,absent,true,usable_feature
segment_partial_localizer,ssl_emb_760,absent,true,usable_feature
segment_partial_localizer,ssl_emb_761,absent,true,usable_feature
segment_partial_localizer,ssl_emb_762,absent,true,usable_feature
segment_partial_localizer,ssl_emb_763,absent,true,usable_feature
segment_partial_localizer,ssl_emb_764,absent,true,usable_feature
segment_partial_localizer,ssl_emb_765,absent,true,usable_feature
segment_partial_localizer,ssl_emb_766,absent,true,usable_feature
segment_partial_localizer,ssl_emb_767,absent,true,usable_feature
segment_partial_localizer,very_high_band_energy_ratio,absent,true,usable_feature
segment_partial_localizer,within_file_acoustic_deviation_score,absent,true,usable_feature
segment_partial_localizer,within_file_ssl_deviation_score,absent,true,usable_feature
segment_partial_localizer,zero_crossing_rate_mean,absent,true,usable_feature
