task_name,feature_set,file_id,file_category,is_partial_file,segment_count,segment_threshold,high_segment_fraction_at_threshold,top1_inside_true_region,top3_any_inside_true_region,top5_any_inside_true_region,top5_inside_count,best_rank_inside_region,max_prob_inside,mean_prob_inside,max_prob_outside,mean_prob_outside,inside_minus_outside_mean,false_high_segment_count,false_high_segment_rate,broad_false_activation_flag,broad_activation_flag,localized_pattern_supported
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000119_human_015_replay_laptop_mobile,human_replay,false,18,0.5,0.0,,,,,,,,0.001813343937048,0.00011139410767428297,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000120_ai_016_direct,ai_direct,false,26,0.5,0.11538461538461539,,,,,,,,0.9724673456363288,0.11271549678874306,,3,0.11538461538461539,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000121_ai_016_fabricated,ai_fabricated,true,32,0.5,0.21875,true,true,true,3,1,0.9986695306922934,0.6086177440896777,0.8064919563110007,0.13477530051610842,0.4738424435735693,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000122_ai_016_mixer_processed,ai_mixer,false,27,0.5,0.037037037037037035,,,,,,,,0.9948813038054226,0.047926396483144645,,1,0.037037037037037035,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000123_ai_016_replay_laptop_mobile,ai_replay,false,25,0.5,0.0,,,,,,,,0.0002222056961737,1.5304131896140627e-05,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000124_human_016_clean,human_clean,false,23,0.5,0.043478260869565216,,,,,,,,0.5009278082223673,0.030364377307198664,,1,0.043478260869565216,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000125_human_016_fabricated,human_fabricated,true,30,0.5,0.16666666666666666,true,true,true,4,1,0.9999743075046224,0.6692250513869691,0.9789993837436676,0.05003049807549042,0.6191945533114787,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000126_human_016_mixer_processed,human_mixer,false,22,0.5,0.0,,,,,,,,0.000197066381475,1.8694218344735234e-05,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000127_human_016_replay_laptop_mobile,human_replay,false,13,0.5,0.0,,,,,,,,2.0783937009293416e-05,3.5159711776908988e-06,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000128_ai_017_direct,ai_direct,false,26,0.5,0.0,,,,,,,,0.4251026717873803,0.08802203409131767,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000129_ai_017_fabricated,ai_fabricated,true,32,0.5,0.28125,true,true,true,4,1,0.980259088410966,0.7499382546986685,0.7647092945917804,0.15917411492991018,0.5907641397687583,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000130_ai_017_mixer_processed,ai_mixer,false,26,0.5,0.0,,,,,,,,0.1909459435795809,0.015529805258535308,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000131_ai_017_replay_laptop_mobile,ai_replay,false,20,0.5,0.0,,,,,,,,0.0501057013869198,0.0026282840642387413,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000132_human_017_clean,human_clean,false,24,0.5,0.25,,,,,,,,0.998644070128624,0.2532609320056071,,6,0.25,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000133_human_017_fabricated,human_fabricated,true,29,0.5,0.2413793103448276,true,true,true,5,1,0.998355613788282,0.9279769043989651,0.8380103639933791,0.09062205010689312,0.8373548542920719,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000134_human_017_mixer_processed,human_mixer,false,25,0.5,0.0,,,,,,,,0.1293237715816707,0.01648882912131781,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000135_human_017_replay_laptop_mobile,human_replay,false,18,0.5,0.0,,,,,,,,0.0028550715507149,0.00016959589016453302,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000136_ai_018_direct,ai_direct,false,30,0.5,0.23333333333333334,,,,,,,,0.9999301968313488,0.23614991674332747,,7,0.23333333333333334,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000137_ai_018_fabricated,ai_fabricated,true,34,0.5,0.20588235294117646,false,true,true,3,2,0.998762537479368,0.864935637419568,0.99971393917805,0.11549364864721902,0.749441988772349,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000138_ai_018_mixer_processed,ai_mixer,false,30,0.5,0.03333333333333333,,,,,,,,0.9593856405093693,0.03931553889766844,,1,0.03333333333333333,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000139_ai_018_replay_laptop_mobile,ai_replay,false,24,0.5,0.0,,,,,,,,0.0255447653059212,0.0010881843574853235,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000140_human_018_clean,human_clean,false,19,0.5,0.05263157894736842,,,,,,,,0.7621509064996894,0.07374925015584737,,1,0.05263157894736842,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000141_human_018_fabricated,human_fabricated,true,24,0.5,0.25,true,true,true,5,1,0.9998946081217344,0.9984849861159975,0.7162414696717123,0.13431809091239003,0.8641668952036075,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000142_human_018_mixer_processed,human_mixer,false,19,0.5,0.0,,,,,,,,0.076888040909693,0.011005803919618442,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000143_human_018_replay_laptop_mobile,human_replay,false,16,0.5,0.0,,,,,,,,0.012787270446448,0.001105550731557553,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000144_ai_019_direct,ai_direct,false,27,0.5,0.037037037037037035,,,,,,,,0.7760074877374219,0.07901780127875095,,1,0.037037037037037035,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000145_ai_019_fabricated,ai_fabricated,true,33,0.5,0.18181818181818182,true,true,true,5,1,0.9982348371127948,0.7795864851621318,0.2711930972088868,0.03213859343088114,0.7474478917312507,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000146_ai_019_mixer_processed,ai_mixer,false,28,0.5,0.0,,,,,,,,0.0009763138384954,9.323918759881606e-05,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000147_ai_019_replay_laptop_mobile,ai_replay,false,25,0.5,0.0,,,,,,,,0.0640158489512552,0.006115249635441026,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000148_human_019_clean,human_clean,false,22,0.5,0.09090909090909091,,,,,,,,0.7126399031020705,0.06807042603063576,,2,0.09090909090909091,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000149_human_019_fabricated,human_fabricated,true,26,0.5,0.3076923076923077,true,true,true,5,1,0.9999783957326592,0.9985114982319296,0.8833946662547143,0.11168819325347137,0.8868233049784583,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000150_human_019_mixer_processed,human_mixer,false,21,0.5,0.047619047619047616,,,,,,,,0.7278612376217254,0.05933033968746438,,1,0.047619047619047616,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000151_human_019_replay_laptop_mobile,human_replay,false,14,0.5,0.0,,,,,,,,6.0804123330016016e-05,4.543956341892331e-06,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000152_ai_020_direct,ai_direct,false,25,0.5,0.24,,,,,,,,0.9079491188312102,0.221367234961811,,6,0.24,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000153_ai_020_fabricated,ai_fabricated,true,31,0.5,0.16129032258064516,true,true,true,4,1,0.9947742385740356,0.6535276953807138,0.5251211137208424,0.04854987541894442,0.6049778199617694,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000154_ai_020_mixer_processed,ai_mixer,false,26,0.5,0.0,,,,,,,,0.1368507291839189,0.010606009429142003,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000155_ai_020_replay_laptop_mobile,ai_replay,false,27,0.5,0.037037037037037035,,,,,,,,0.8813228206659892,0.058207057814969876,,1,0.037037037037037035,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000156_human_020_clean,human_clean,false,22,0.5,0.13636363636363635,,,,,,,,0.9815624339722226,0.14013319116370193,,3,0.13636363636363635,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000157_human_020_fabricated,human_fabricated,true,26,0.5,0.07692307692307693,true,true,true,4,1,0.9931408099185772,0.4428039585665557,0.296051943263956,0.02563076101150074,0.41717319755505494,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000158_human_020_mixer_processed,human_mixer,false,22,0.5,0.0,,,,,,,,0.0070545783424812,0.0006561835999099846,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000159_human_020_replay_laptop_mobile,human_replay,false,19,0.5,0.0,,,,,,,,0.0026695008743428,0.0003112867072004799,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000160_ai_021_direct,ai_direct,false,25,0.5,0.12,,,,,,,,0.9360760785301544,0.1345922179799354,,3,0.12,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000161_ai_021_fabricated,ai_fabricated,true,30,0.5,0.3333333333333333,false,true,true,4,2,0.999489388522812,0.9619551300207634,0.9999511112198914,0.1764044238390878,0.7855507061816756,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000162_ai_021_mixer_processed,ai_mixer,false,26,0.5,0.0,,,,,,,,0.0052328596713505,0.0004206674916139692,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000163_ai_021_replay_laptop_mobile,ai_replay,false,25,0.5,0.0,,,,,,,,0.0052565344862076,0.00024116270665472733,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000164_human_021_clean,human_clean,false,23,0.5,0.0,,,,,,,,0.0291696746250322,0.0012978234783731764,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000165_human_021_fabricated,human_fabricated,true,27,0.5,0.2222222222222222,true,true,true,5,1,0.9999999991309988,0.9988689569927386,0.8061151368684191,0.046128734209424475,0.9527402227833142,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000166_human_021_mixer_processed,human_mixer,false,23,0.5,0.0,,,,,,,,0.0143737173633633,0.0006494310286674543,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000167_human_021_replay_laptop_mobile,human_replay,false,16,0.5,0.0,,,,,,,,0.0311263408809781,0.004102608093518776,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000168_ai_022_direct,ai_direct,false,27,0.5,0.0,,,,,,,,0.3079497454594648,0.02371384631081605,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000169_ai_022_fabricated,ai_fabricated,true,32,0.5,0.1875,true,true,true,5,1,0.9999909255607066,0.9736123559208467,0.0266115949556582,0.0016591536062317844,0.9719532023146149,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000170_ai_022_mixer_processed,ai_mixer,false,28,0.5,0.0,,,,,,,,0.0147155519817217,0.0005924720537848153,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000171_ai_022_replay_laptop_mobile,ai_replay,false,24,0.5,0.0,,,,,,,,0.2441634367438506,0.010503789798635423,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000172_human_022_clean,human_clean,false,18,0.5,0.0,,,,,,,,0.0126586996455801,0.0015611727077578024,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000173_human_022_fabricated,human_fabricated,true,22,0.5,0.18181818181818182,true,true,true,5,1,0.9995478946135974,0.7624203067266138,0.0069171277656441,0.001085894761328886,0.7613344119652848,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000174_human_022_mixer_processed,human_mixer,false,19,0.5,0.05263157894736842,,,,,,,,0.8087737592402081,0.042599844167671874,,1,0.05263157894736842,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000175_human_022_replay_laptop_mobile,human_replay,false,22,0.5,0.045454545454545456,,,,,,,,0.6270492307960921,0.07393569830257071,,1,0.045454545454545456,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000176_ai_023_direct,ai_direct,false,25,0.5,0.12,,,,,,,,0.9750427217778376,0.11782132453066665,,3,0.12,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000177_ai_023_fabricated,ai_fabricated,true,28,0.5,0.17857142857142858,true,true,true,4,1,0.9994589037128332,0.9242728649530441,0.8666185688510061,0.07258649239002109,0.8516863725630229,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000178_ai_023_mixer_processed,ai_mixer,false,19,0.5,0.0,,,,,,,,0.0006820182842858,0.00012143071318700912,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000179_ai_023_replay_laptop_mobile,ai_replay,false,18,0.5,0.0,,,,,,,,0.0113433239376581,0.0009128121787563794,,0,0.0,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000180_human_023_clean,human_clean,false,22,0.5,0.045454545454545456,,,,,,,,0.8630747284295653,0.10615182155843418,,1,0.045454545454545456,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000181_human_023_fabricated,human_fabricated,true,26,0.5,0.19230769230769232,true,true,true,5,1,0.9998766089976384,0.985875155003526,0.2745229601773942,0.039121436210524954,0.946753718793001,,,,false,true
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000182_human_023_mixer_processed,human_mixer,false,22,0.5,0.045454545454545456,,,,,,,,0.6883335386842457,0.07678586307372416,,1,0.045454545454545456,false,false,
partial_segment_localizer_v2,combined,phase7c1_collection_manifest_000183_human_023_replay_laptop_mobile,human_replay,false,23,0.5,0.0,,,,,,,,0.0003177136700991,1.687302000246012e-05,,0,0.0,false,false,
