schema_version,file_id,segment_id,audio_path,start_sec,end_sec,segment_duration_sec,feature_source,extraction_status,warning_message,rms_mean,rms_std,peak_amplitude,zero_crossing_rate_mean,clipping_ratio,silence_ratio,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,spectral_flatness_mean,spectral_contrast_mean,low_band_energy_ratio,mid_band_energy_ratio,high_band_energy_ratio,very_high_band_energy_ratio,noise_floor_proxy,snr_proxy,dynamic_range_proxy,spectral_entropy_mean,bandwidth_occupied_95,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
phase8c_v1,phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile,phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile_w0023,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,46.0,50.0,4.0,phase8c_acoustic_librosa,ok,,0.060520604,0.020642884,0.41816345,0.23424712,0,0,2667.7027,1933.8091,4849.0203,0.063857521,,0.076064979,0.55664748,0.36728754,,0.035106566,2.5356307,0.085213192,4.7779211,0.80664062,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile,phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile_w0024,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,48.0,52.0,4.0,phase8c_acoustic_librosa,ok,,0.060812667,0.018393913,0.41816345,0.22677176,0,0,2671.5732,1953.8222,4945.9945,0.068643675,,0.077941558,0.56265967,0.35939873,,0.036752187,2.3675626,0.081117779,4.8197627,0.85058594,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile,phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile_w0025,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,50.0,53.781,3.781,phase8c_acoustic_librosa,ok,,0.061285123,0.022846989,0.40786648,0.21661633,0,0,2482.1664,1897.248,4698.3981,0.062493224,,0.073777339,0.6141986,0.31202406,,0.033587608,2.8182147,0.095633432,4.7717746,0.84130859,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0000,data/phase7c1/raw/human_clean/human_008_clean.wav,0.0,4.0,4.0,phase8c_acoustic_librosa,ok,,0.091797844,0.067871727,0.93950903,0.070645771,0,0,948.01499,1072.2301,1850.5704,0.0051859013,,0.33785794,0.65921653,0.0029255281,,0.018268097,9.3805386,0.32886246,3.2575795,0.12646484,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0001,data/phase7c1/raw/human_clean/human_008_clean.wav,2.0,6.0,4.0,phase8c_acoustic_librosa,ok,,0.10527808,0.044862717,0.86936998,0.082178509,0,0,1092.0571,1124.0255,2120.5357,0.0037733487,,0.29838979,0.69864849,0.0029617223,,0.041914105,3.8950138,0.18899219,3.2365647,0.14746094,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0002,data/phase7c1/raw/human_clean/human_008_clean.wav,4.0,8.0,4.0,phase8c_acoustic_librosa,ok,,0.08951512,0.040521309,0.67429113,0.090386285,0,0,1208.3391,1237.2385,2499.504,0.005033842,,0.35709339,0.64036136,0.002545241,,0.028103549,5.0085359,0.16208714,3.2256514,0.14941406,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0003,data/phase7c1/raw/human_clean/human_008_clean.wav,6.0,10.0,4.0,phase8c_acoustic_librosa,ok,,0.083349288,0.047589347,0.68614912,0.12822421,0,0,1496.7268,1361.5622,2924.7892,0.013066845,,0.39029546,0.60266962,0.0070349136,,0.021759434,6.5118516,0.22936538,3.3509468,0.083007812,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0004,data/phase7c1/raw/human_clean/human_008_clean.wav,8.0,12.0,4.0,phase8c_acoustic_librosa,ok,,0.083289213,0.052370969,0.68614912,0.1273174,0,0,1487.182,1328.1035,2865.2034,0.012905274,,0.35707342,0.63564174,0.0072848389,,0.020048391,7.411536,0.24176827,3.5201441,0.17675781,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0005,data/phase7c1/raw/human_clean/human_008_clean.wav,10.0,14.0,4.0,phase8c_acoustic_librosa,ok,,0.089578651,0.053605866,0.58775479,0.083077567,0,0,1106.8217,1115.6977,2149.8016,0.007687933,,0.31499477,0.68262499,0.0023802386,,0.021015387,7.5358546,0.24643958,3.3654488,0.12060547,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0006,data/phase7c1/raw/human_clean/human_008_clean.wav,12.0,16.0,4.0,phase8c_acoustic_librosa,ok,,0.064021491,0.056305081,0.58775479,0.13691251,0,0.063492063,1073.8639,1135.3142,2049.8512,0.007554557,,0.36013578,0.638507,0.0013572179,,0.004490159,27.300445,0.25070581,3.4665778,0.1015625,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_human_008_clean_w0007,data/phase7c1/raw/human_clean/human_008_clean.wav,14.0,16.733,2.733,phase8c_acoustic_librosa,ok,,0.032040156,0.029713236,0.33783239,0.14786405,0,0.093023256,1019.5916,1206.6561,2040.3343,0.0068207821,,0.77861812,0.21929381,0.0020880733,,0.0010890397,65.870103,0.12516923,3.4936649,0.064453125,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0000,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,0.0,4.0,4.0,phase8c_acoustic_librosa,ok,,0.07630793,0.069730707,0.93950111,0.080082,0,0,1121.4287,1173.2968,2160.7763,0.016217535,,0.30872664,0.68728523,0.0039881289,,0.012410199,13.513933,0.32907888,3.4624725,0.13427734,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0001,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,2.0,6.0,4.0,phase8c_acoustic_librosa,ok,,0.081548914,0.074354403,0.86936653,0.10689484,0,0,1522.5587,1526.6981,3054.5015,0.0338484,,0.33042373,0.66238598,0.0071902878,,0.0005927122,329.20714,0.24377905,3.7770826,0.11328125,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0002,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,4.0,8.0,4.0,phase8c_acoustic_librosa,ok,,0.084697261,0.068885744,0.78807747,0.13757518,0,0,1737.2946,1648.0319,3378.7202,0.040778276,,0.47616317,0.50224226,0.021594572,,0.00060717948,313.21309,0.24444515,3.9736724,0.10351562,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0003,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,6.0,10.0,4.0,phase8c_acoustic_librosa,ok,,0.095124558,0.04487595,0.68293941,0.12351578,0,0,1493.3408,1345.7695,2758.5565,0.021916259,,0.45622407,0.52424355,0.019532377,,0.041286062,3.6493216,0.19463825,3.6177225,0.18310547,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0004,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,8.0,12.0,4.0,phase8c_acoustic_librosa,ok,,0.090101764,0.038922653,0.67361206,0.088840061,0,0,1155.2385,1163.5316,2335.6275,0.0042176015,,0.36300345,0.63328234,0.0037142061,,0.028885584,4.8571794,0.15850109,3.2776072,0.17626953,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0005,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,10.0,14.0,4.0,phase8c_acoustic_librosa,ok,,0.081588738,0.038719323,0.48252013,0.10470145,0,0,1341.4889,1301.5087,2706.5352,0.0096566438,,0.38928764,0.60652106,0.0041913001,,0.022609055,5.8343615,0.16128653,3.2844955,0.10302734,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0006,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,12.0,16.0,4.0,phase8c_acoustic_librosa,ok,,0.086328201,0.051249992,0.68429637,0.13199095,0,0,1555.0775,1408.1531,3033.7302,0.013556858,,0.40054007,0.59190318,0.0075567503,,0.020500574,7.1351972,0.23805395,3.4709486,0.10009766,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0007,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,14.0,18.0,4.0,phase8c_acoustic_librosa,ok,,0.099220522,0.058911052,0.68429637,0.092587426,0,0,1179.1153,1143.8987,2281.374,0.0075079606,,0.32180787,0.67432669,0.0038654439,,0.025002144,7.3303259,0.24640243,3.2663704,0.10839844,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0008,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,16.0,20.0,4.0,phase8c_acoustic_librosa,ok,,0.075209044,0.05706716,0.58726525,0.12527902,0,0.063492063,1076.7883,1132.0968,2113.3433,0.0051465477,,0.31765765,0.68096047,0.001381878,,0.005513256,26.816093,0.24873269,3.4061166,0.10107422,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000061_human_008_fabricated,phase7c1_collection_manifest_000061_human_008_fabricated_w0009,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,18.0,21.437,3.437,phase8c_acoustic_librosa,ok,,0.037826631,0.03197467,0.43670231,0.1468958,0,0.074074074,1108.7792,1243.3898,2190.4659,0.0084073519,,0.57602895,0.41977184,0.0041992102,,0.0031959717,26.190661,0.12517038,3.6093286,0.086914062,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0000,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,0.0,4.0,4.0,phase8c_acoustic_librosa,ok,,0.063607298,0.045722514,0.54137909,0.12098912,0,0.0079365079,1446.2617,1383.8813,2485.8011,0.012713834,,0.1882705,0.80824467,0.0034848154,,0.011600802,11.738338,0.17775548,4.1091476,0.27636719,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0001,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,2.0,6.0,4.0,phase8c_acoustic_librosa,ok,,0.10262923,0.043376364,0.57192063,0.11938477,0,0,1382.9195,1243.1136,2399.0575,0.0063198613,,0.17133398,0.82290376,0.0057622574,,0.039359532,4.0600475,0.17980343,3.659216,0.27587891,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0002,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,4.0,8.0,4.0,phase8c_acoustic_librosa,ok,,0.11347741,0.043103293,0.6035831,0.1214464,0,0,1409.6786,1254.4937,2515.253,0.0053832827,,0.19465845,0.79935212,0.0059894171,,0.052741446,3.2241895,0.17933668,3.4991767,0.27441406,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0003,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,6.0,10.0,4.0,phase8c_acoustic_librosa,ok,,0.11137857,0.045520976,0.6035831,0.12586806,0,0,1496.5821,1334.3486,2761.9048,0.0087960583,,0.28559492,0.69997675,0.014428323,,0.045517467,3.6605793,0.18148699,3.5288361,0.27978516,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0004,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,8.0,12.0,4.0,phase8c_acoustic_librosa,ok,,0.11049885,0.04542727,0.60462117,0.14662776,0,0,1571.9423,1323.6337,2822.6066,0.0093557104,,0.30923761,0.65692979,0.033832599,,0.04732557,3.5284064,0.19438088,3.6699114,0.3203125,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0005,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,10.0,14.0,4.0,phase8c_acoustic_librosa,ok,,0.12929952,0.051767848,0.60462117,0.11375791,0,0,1311.8923,1180.4391,2303.2614,0.0042091407,,0.26449394,0.71942929,0.01607676,,0.054263167,3.4832614,0.20208305,3.4185024,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0006,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,12.0,16.0,4.0,phase8c_acoustic_librosa,ok,,0.10051515,0.066866443,0.66781777,0.097834511,0,0,1278.1024,1316.4907,2317.7083,0.01002902,,0.28888211,0.705462,0.0056558963,,0.016769309,11.131739,0.21224797,3.7251379,0.23388672,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,phase7c1_collection_manifest_000062_human_008_mixer_processed_w0007,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,14.0,16.789,2.789,phase8c_acoustic_librosa,ok,,0.047445156,0.039114591,0.66781777,0.11798651,0,0,1504.2852,1555.3499,2757.2798,0.016711167,,0.39573432,0.58371237,0.02055329,,0.013731779,8.5496666,0.13995486,4.2638051,0.31787109,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0000,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,0.0,4.0,4.0,phase8c_acoustic_librosa,ok,,0.087699257,0.046899762,0.52819765,0.1168736,0,0,1684.4088,1688.1692,3316.2822,0.024790645,,0.023092779,0.96785674,0.0090504763,,0.034975275,4.5517745,0.1748013,3.7229053,0.13525391,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0001,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,2.0,6.0,4.0,phase8c_acoustic_librosa,ok,,0.10345862,0.048080102,0.531389,0.10771252,0,0,1594.3092,1633.7429,3131.9444,0.019366997,,0.01996877,0.97421308,0.0058181521,,0.039751202,4.301897,0.19277602,3.491562,0.11035156,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0002,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,4.0,8.0,4.0,phase8c_acoustic_librosa,ok,,0.086699739,0.042632461,0.531389,0.12041558,0,0,1704.0199,1700.9283,3383.9286,0.025942108,,0.033271418,0.94394382,0.022784761,,0.036968887,3.6345897,0.18973687,3.8231519,0.17578125,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0003,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,6.0,10.0,4.0,phase8c_acoustic_librosa,ok,,0.075521678,0.03667384,0.5416832,0.14469401,0,0,1910.6671,1816.8012,3829.2411,0.039182907,,0.03970686,0.91853123,0.041761912,,0.035817645,3.6918485,0.13922428,4.1045348,0.29541016,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0004,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,8.0,12.0,4.0,phase8c_acoustic_librosa,ok,,0.070021287,0.033712663,0.5416832,0.14274089,0,0,1914.0387,1823.3866,3855.6548,0.042702322,,0.035393032,0.93129152,0.033315443,,0.032172319,3.8880882,0.13483676,4.1742001,0.25292969,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0005,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,10.0,14.0,4.0,phase8c_acoustic_librosa,ok,,0.060683578,0.025121346,0.42884526,0.13947405,0,0,1881.5546,1803.4823,3828.373,0.042248636,,0.048480705,0.91550864,0.036010654,,0.031816065,3.1122786,0.10580786,4.260406,0.28320312,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0006,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,12.0,16.0,4.0,phase8c_acoustic_librosa,ok,,0.072741412,0.036007114,0.50673103,0.16072204,0,0,2032.5992,1844.6078,4039.1865,0.044279638,,0.033175293,0.90006941,0.066755291,,0.029691249,3.9459631,0.16943553,4.2170291,0.74853516,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0007,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,14.0,18.0,4.0,phase8c_acoustic_librosa,ok,,0.082351081,0.042561285,0.50673103,0.14610073,0,0,1918.4879,1798.8986,3773.9955,0.036611056,,0.025797885,0.92892444,0.045277666,,0.029719431,4.6410164,0.17410974,4.0388783,0.31396484,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0008,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,16.0,20.0,4.0,phase8c_acoustic_librosa,ok,,0.082795613,0.041848604,0.49363381,0.13141354,0,0,1791.2208,1761.0511,3579.4271,0.037161862,,0.033172208,0.95448848,0.01233931,,0.034326065,4.1195203,0.15923072,4.012229,0.17919922,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0009,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,18.0,22.0,4.0,phase8c_acoustic_librosa,ok,,0.078505591,0.038905434,0.50309813,0.14639524,0,0,1860.8499,1777.3583,3692.3363,0.038933139,,0.041949144,0.92720232,0.030848526,,0.033322498,4.0472169,0.14538762,4.1768819,0.23046875,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0010,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,20.0,24.0,4.0,phase8c_acoustic_librosa,ok,,0.071707681,0.042526547,0.5584774,0.15862165,0,0,1953.3332,1808.8558,3831.7832,0.039670768,,0.039823299,0.89530888,0.06486782,,0.030730134,4.3838245,0.19213107,4.3378959,0.57861328,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0011,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,22.0,26.0,4.0,phase8c_acoustic_librosa,ok,,0.072906151,0.04196931,0.5584774,0.17401026,0,0,2082.1503,1856.3966,4008.0605,0.044031947,,0.036545978,0.87280699,0.090647027,,0.03132125,4.3918868,0.19239314,4.3249012,0.79199219,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0012,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,24.0,28.0,4.0,phase8c_acoustic_librosa,ok,,0.072828427,0.032182816,0.45712307,0.19495985,0,0,2221.7013,1867.7057,4161.0243,0.047679689,,0.036446543,0.83556513,0.12798832,,0.034643982,3.497506,0.13963524,4.3017087,0.80664062,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0013,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,26.0,30.0,4.0,phase8c_acoustic_librosa,ok,,0.07334727,0.033115253,0.4870384,0.16271391,0,0,1993.8838,1767.8969,3789.0625,0.037516785,,0.029469456,0.89291627,0.077614273,,0.033134118,3.5481354,0.12956962,4.20077,0.77001953,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0014,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,28.0,32.0,4.0,phase8c_acoustic_librosa,ok,,0.075131364,0.03528567,0.50747615,0.12665861,0,0,1793.2551,1707.4277,3537.0784,0.032847438,,0.032130338,0.94906171,0.01880795,,0.03229215,3.6841718,0.13661543,4.112382,0.27587891,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0015,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,30.0,34.0,4.0,phase8c_acoustic_librosa,ok,,0.07397487,0.038252402,0.50751245,0.14248899,0,0,1937.587,1797.072,3894.9653,0.042029916,,0.041493354,0.93100349,0.027503139,,0.033484384,3.6869395,0.17740968,4.2474652,0.30273438,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0016,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,32.0,36.0,4.0,phase8c_acoustic_librosa,ok,,0.080178179,0.047993582,0.5289489,0.13998171,0,0,1904.5263,1793.8991,3810.3919,0.040898203,,0.030793523,0.94582488,0.02338159,,0.03448876,4.4286331,0.20295328,4.1154976,0.21777344,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0017,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,34.0,38.0,4.0,phase8c_acoustic_librosa,ok,,0.078587487,0.049635116,0.5289489,0.13083225,0,0,1812.0255,1723.765,3563.6161,0.036234944,,0.023649656,0.95399466,0.022355659,,0.029529463,5.1775442,0.20178133,4.0548427,0.20849609,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile_w0018,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,36.0,39.974,3.974,phase8c_acoustic_librosa,ok,,0.050193734,0.041422851,0.50204575,0.13479688,0,0,1810.2227,1726.6272,3613.8125,0.044531082,,0.039618037,0.93646643,0.023915533,,0.026725275,3.9280207,0.18359058,4.6033528,0.234375,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000064_ai_009_direct,phase7c1_collection_manifest_000064_ai_009_direct_w0000,data/phase7c1/raw/ai_direct/ai_009_direct.wav,0.0,4.0,4.0,phase8c_acoustic_librosa,ok,,0.042292118,0.023846271,0.33529758,0.18997628,0,0.015873016,2146.7729,1605.038,3726.1905,0.030714326,,0.52307153,0.43308165,0.04384682,,0.0067605949,10.622658,0.094590634,3.7280698,0.35009766,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000064_ai_009_direct,phase7c1_collection_manifest_000064_ai_009_direct_w0001,data/phase7c1/raw/ai_direct/ai_009_direct.wav,2.0,6.0,4.0,phase8c_acoustic_librosa,ok,,0.039776765,0.022881771,0.33529758,0.19167364,0,0,2289.5027,1625.5036,3959.2634,0.033386305,,0.65205166,0.29724822,0.050700114,,0.0089714769,7.5090884,0.092749715,3.6611238,0.37646484,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000064_ai_009_direct,phase7c1_collection_manifest_000064_ai_009_direct_w0002,data/phase7c1/raw/ai_direct/ai_009_direct.wav,4.0,8.0,4.0,phase8c_acoustic_librosa,ok,,0.029497771,0.022982195,0.31933102,0.16238839,0,0.03968254,2318.0633,1749.1418,4166.9147,0.032700091,,0.52091794,0.43169214,0.047389914,,0.00013393696,445.82937,0.089041904,3.5996362,0.36572266,,,,,,,,,,,,,,,,,,,,,,,,,,
phase8c_v1,phase7c1_collection_manifest_000064_ai_009_direct,phase7c1_collection_manifest_000064_ai_009_direct_w0003,data/phase7c1/raw/ai_direct/ai_009_direct.wav,6.0,10.0,4.0,phase8c_acoustic_librosa,ok,,0.036684364,0.027552644,0.31933102,0.14856926,0,0.031746032,1982.8386,1618.7303,3588.1696,0.024610971,,0.39294237,0.58015649,0.026901142,,0.00013886353,537.60475,0.086555377,3.4765093,0.23144531,,,,,,,,,,,,,,,,,,,,,,,,,,
